ATTRIBUTE NAME,DATA CATEGORY,PII CATEGORY,PII SUBCATEGORY,DEFINITION,DERIVATION TYPE,DATA TYPE,SAMPLE VALUES,DATA OWNER,FREQUENCY OF REFRESH,LATENCY,BRAND,CFU,SUBJECT AREA,REDSHIFT TABLE
sale_shopper_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by total hits during sale day of the month categorized under the Sale Shopper profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Inferred,varchar(1000),lazada,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
clv_survival_mo13,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 13 months,Inferred,"numeric(21,2)",0.55,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo14,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 14 months,Inferred,"numeric(21,2)",0.56,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo15,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 15 months,Inferred,"numeric(21,2)",0.57,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo16,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 16 months,Inferred,"numeric(21,2)",0.59,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo17,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 17 months,Inferred,"numeric(21,2)",0.6,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo18,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 18 months,Inferred,"numeric(21,2)",0.6,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo19,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 19 months,Inferred,"numeric(21,2)",0.61,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo20,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 20 months,Inferred,"numeric(21,2)",0.62,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo21,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 21 months,Inferred,"numeric(21,2)",0.63,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo22,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 22 months,Inferred,"numeric(21,2)",0.65,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo23,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 23 months,Inferred,"numeric(21,2)",0.61,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo24,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 24 months,Inferred,"numeric(21,2)",0.65,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
basketball_fan_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for the Basketball Fan profile
 Metric: Average Daily Hits in a Month
 Valid values:
 LOW: <= 7 hits
 MID: > 7 & <= 14 hits
 HIGH: > 14 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
basketball_fan_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Basketball Fan profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{""Average Daily Hits in a Month: 1""}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
basketball_fan_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber accesses basketball-related apps and sites such as nba, pba, fiba
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
basketball_fan_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Basketball Fan profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),pba,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
car_dealer_caller_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on the identified metric for the Car Dealer Caller profile
 Metric: Total Hits in a Month
 
 Valid values:
 
 Wireless
 LOW: <= 2
 MID: > 2 & <= 5
 HIGH: > 5",Direct Pull,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
car_dealer_caller_details,Audience/Persona,Non-PII,Non-PII,Metric used and value for the Car Dealer Caller profile,Derived,varchar(1000),"{""Average Daily Hits in a Month: 1""}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
car_dealer_caller_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber calls whitelisted car dealer numbers such as aeonauto, ford, honda",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
car_enthusiast_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Car Enthusiast profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 10 hits
 MID: > 10 & <= 20 hits
 HIGH: > 20 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
car_enthusiast_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Car Enthusiast profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{""Average Daily Hits in a Month: 1""}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
car_enthusiast_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits car-related apps or websites such as formula1, autoline, carguide_ph
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
car_enthusiast_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Car Enthusiast profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),topgear,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
dating_around_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Dating Around profile
 Metric: Average Daily Data Burn in Megabytes in a Month
 Valid values:
 LOW: <= 4.1 MB
 MID: > 4.1 MB & <= 8.9 MB
 HIGH: > 8.9 MB
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
dating_around_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Dating Around profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{""Average Daily Hits in a Month: 1""}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
dating_around_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber accesses dating apps such as bumble, grindr, tinder
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
dating_around_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Dating Around profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),tinder,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
insurance_caller_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on the identified metric for the Insurance Hotline Caller profile
 Metric: Total Hits in a Month
 
 Valid values:
 
 Wireless
 LOW: <= 2
 MID: > 2 & <= 5
 HIGH: > 5",Direct Pull,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
insurance_caller_details,Audience/Persona,Non-PII,Non-PII,Metric used and value for the Insurance Hotline Caller profile,Derived,varchar(1000),"{""Average Daily Hits in a Month: 1""}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
insurance_caller_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber receives SMS from insurance numbers such as axaphil, bdo_insure, bpi_ms",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
insurance_caller_mode,Audience/Persona,Non-PII,Non-PII,Top 1 tag by Total Hits in a Month categorized under the Insurance Hotline Caller profile,Derived,varchar(1000),gcash_insure,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
liquor_lover_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Liquor Lover profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 2 hits
 MID: > 2 & <= 5 hits
 HIGH: > 5 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
liquor_lover_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Liquor Lover profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{""Average Daily Hits in a Month: 1""}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
liquor_lover_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits online liquor stores such as alak, boozy, boozeshop
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
liquor_lover_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Liquor Lover profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),alak,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_freelancer_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Online Freelancer profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 5 hits
 MID: > 5 & <= 15 hits
 HIGH: > 15 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_freelancer_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Online Freelancer profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{""Average Daily Hits in a Month: 1""}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_freelancer_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits freelancing websites or apps such as fiverr, golance, 199jobs
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_freelancer_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Online Freelancer profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),rarejob,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
thrifty_nanay_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on the identified metric for the Thrifty Nanay profile
 Metric: Total Active Cards in a Month
 
 Valid values:
 
 Wireless
 LOW: <= 1
 MID: > 1 & <= 3
 HIGH: > 3",Direct Pull,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
thrifty_nanay_details,Audience/Persona,Non-PII,Non-PII,Metric used and value for the Thrifty Nanay profile,Derived,varchar(1000),"{""Average Daily Hits in a Month: 1""}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
thrifty_nanay_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber has a membership to stores based on SMS transactions with numbers such as puregold, robrewards, smac",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
thrifty_nanay_mode,Audience/Persona,Non-PII,Non-PII,Top 1 tag by Total Active Cards in a Month categorized under the Thrifty Nanay profile,Derived,varchar(1000),robrewards,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
health_conscious_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits websites or apps focused on health such as all_keto, fresh_produce, green_grocer
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
health_conscious_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Health Conscious profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 3 hits
 MID: > 3 & <= 6 hits
 HIGH: > 6 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),MID,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
